,Sales Package,Model Number,Model Name,Type,Portable,Bluetooth,Memory Card Slot,Configuration,Power Source,Frequency Response,Impedance,Color,Wired/Wireless,Wall Mountable Satellite,Built-in Fm Radio,Outdoor Usage,Headphone Jack,Driver Type,Compatible Devices,Connector Type,USB Ports,Amplifier,Other Audio Features,Chassis Material,Controls,Remote Control Support,Power Input,Other System Requirements,Satellite Weight,Width,Height,Depth,Warranty Service Type,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Power Output (RMS),Display Type,Signal to Noise Ratio,Sensitivity,Memory Card Supported,Charging Time,Battery,Battery Capacity,Bluetooth Range,Driver Size,Coverage Pattern,Cable Length,Subwoofer,Distortion,Technology Used,Other Features,Audio Codec,Maximum Output RMS Per Satellite,Maximum SPL,Tweeter Support,Maximum Output RMS Subwoofer,Maximum Output RMS Center Satellite,Separation,Subwoofer Width,Subwoofer Weight,Subwoofer Height,Subwoofer Depth,Tweeter Diameter,International Warranty,Satellite Width,Satellite Height,Satellite Depth,Center Satellite Width,Center Satellite Height,Center Satellite Depth,Center Satellite Weight
596,,,,,,Yes,,Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,,,,,,0.5  withSPEAKER,,Mono Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,,,,,,Yes,,Stereo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,,,,,4.1,,Stereo Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,,,,,,Yes,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,,,,,,4.2,,4.1 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,,,,,Yes,,Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,,,,,,Yes,,Mono Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,,,,,,5.2,,Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,,,,,,Yes,,Mono Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,,,,,,4.55,,Stereo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,,,,,,Yes,,Stereo Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,,,,,4.2,,Stereo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,,,,,Yes,,Stereo Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,,,,,,with4.1 with4.1 withA2DP,,Stereo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,,,,,Yes,,Stereo Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,,,,,,5.0  with0.1,,Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,,,,,,Yes,,Mono Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,,,,,5.1,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,,,,,,,,5.1 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,,,,,,,,2.0 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,,,,,,,,Stereo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,,,,,,,Stereo Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,,,,,,,,Stereo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,,,,,,,,Stereo Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,,,,,,,,4.1 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,,,,,,,,Stereo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,,,,,,,Stereo Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,,,,,,,Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,,,,,,,Mono Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,"1 Speaker, USB Type C Cable, Strap Belt, Warranty Card",SRS-XB100,"SRS-XB100 Portable Super-Compact,Waterproof, 16Hrs Batt, Extra Bass,Built-In Mic",Mobile/Tablet Speaker,,Yes,No,Stereo,AC Adapter,NA,32,Black,Wireless,Yes,No,Yes,No,DYNAMIC,All Device,"AUX , Bluetooth , USB",2 USB Ports,NA,"HDMI Arc and Optical Enabled to Stream Upto 4K High Resolution Audio Via Your TV, Optimized Frequency Response, Customizable Bass and Treble, Pro-logic to Convert 5.1 to 2.1 and Vice Versa","Yes, ABS Plastic Chassis","Play, Pause, Track Control",ON/Off,10,Bluetooth,0.25 kg,7.6 cm,9.5 cm,7.6 cm,NA,1 Year from Date of Invoice When Bought from Authorized Seller,Bose Corporation (Bose) Warrants Your Product Against Defects in Materials and Workmanship When Purchased Directly from Bose or a Bose Authorised Reseller. This Warranty is Extended Only to the Original End-use Purchaser or the Person Receiving the Product as a Gift and Shall Not Be Extended to Any Other Person or Transferee,"Defects or Damage Arising from Improper Use or Maintenance, Normal Wear and Tear, Commercial Use, Accident or External Causes. Unauthorized Repair, Modification or Customization of Your Product",1 Year,30 W,NA,85 dB,110 dB,Yes,1 hr,"Li-ion, Use Time 17 hrs",2500 mAh,10 m,50,Wooden Speaker,10 m,2,NA,"HDMI Arc with CEC, AMP","1. Optimum Bluetooth experience V4.2 – Activate your day with good vibes made easy with Bluetooth V4.2, Exercise your right to good music with the highest of authority ; Bluetooth Version: 4.2V ; Wireless range: 10M ; Power Output (RMS): 5W ; Frequency Response: 70 HZ-18KHZ ; Impedance: 4 Ohms ; Charging Time: 4 hrs, 2. HD explosive sound – Blast your surroundings to bits with the boAt Stone Grenade XL, Set into the sound and prime your senses for Nirvana. Set with a 1.75” full-range 5W driver, get ready to experience the sound, 3. Aligned easy access control – Experience audio the right way with the integrated controls system making all your moves fluid, pause, play, change, and take a call with ease, 4. Sharp fabric coated IPX 6 finish – A compact build finished with rounded edges and even a strap made for easy carrying, IPX 6 water resistant as well as shockproof, this Grenade won’t explode until you need it to, 5. AUX/SD/Bluetooth compatible – Switch to battery saving mode via multiple modes of device to speaker connectivity, pick whichever door you like to access entry Heaven.",NA,10 W,110 dB,"NA, 0, NA Tweeters",10 W,10 W,40,10 mm,0.25 kg,8 mm,6 mm,,1 Year,10 mm,8 mm,6 mm,10 mm,8 mm,6 mm,0.25 kg
629,"1 Speaker, USB Cable, Power Supply, Quick Start Guide, User Manual, Warranty Card",SoundLink Revolve+ II,SOUNDLINK REVOLVE Plus II 240V AU/KR,Mobile/Tablet Speaker,,Yes,Yes,Stereo Channel,Battery,150HZ-20KHZ MIVI,16,Black,Wired & Wireless,Yes,Yes,Yes,Yes,Driver Type,"ALL SMARTPHONE, SAMSUNG, NOKIA, OPPO, VIVO, ONEPLUS, REALME, MI, REDMI, HTC, LAPTOP, TABLET, COMPUTER","Bluetooth ,wireless , Connector",1 USB Ports,No,Dolby 3.1 Channel,"Yes, Yes, MATTEL, PLASTIC Chassis Chassis","LONG PRESS - BUTTON TO DECREASE VOLUME, MODE, Power switch, PRESS + BUTTON TO PLAY NEXT SONG, PRESS - BUTTON TO PLAY PREVIOUS SOUND, PLAY/PAUSE, When play music, (TF card/Line in/USB card/Bluetooth), short press to switch model, LONG PRESS + BUTTON TO INCREASE VOLUME","LONG PRESS - BUTTON TO DECREASE VOLUME, MODE, Power switch, PRESS + BUTTON TO PLAY NEXT SONG, PRESS - BUTTON TO PLAY PREVIOUS SOUND, PLAY/PAUSE, When play music, (TF card/Line in/USB card/Bluetooth), short press to switch model, LONG PRESS + BUTTON TO INCREASE VOLUME",5,"Before first use charge atlest for long Battery, Portable mobile Bluetooth speaker with good battery backup, Bluetooth /Wireless/ Aux/ Pan drive / Tf Card, car Aux / TV, so/ny",,10.49 cm,18.42 cm,10.49 cm,"Philips Toll Free no : 1800-425-6396 , Customer Needs to Carry the Product to the Nearby Authorized Service Center to Get the Product Repaired or Inspected.",NA,NA,NA,1 Year,10 W,K-91,90 dB,85 dB,Yes,1.3 hr,"Lithium, Use Time 6 hr",1100 mAh,10 m,62,50,1 m,2,20W,Multipoint Technology,"70 W Subwoofer, 8 inch Bass Driver, 150 W Power Peak, 3 inch Audio Drivers, Optimised Frequency Response, Adjustable Bass and Treble, Switch From 5.1 to 2.1 Channel with Pro Logic, Dynamic LED Lights, Premium Wooden Enclosures, Wall mount Satellites, HD Audio, AmphisoundX",K-91,10 W,1566 dB,NO,10 W,10 W,40,17 mm,3 kg,31 mm,33 mm,,3 Months,9 mm,16.5 mm,7.8 mm,1030 mm,57 mm,105 mm,3.8 kg
630,2 Speaker,4 inch Black Speaker pair (2 Piece) for Car or Home theater or Tower Replacement,"E-91 Home theater Long Life Battery Backup Dj Speaker Bass New Arrival Wireless Bluetooth Speaker for TV/car/laptop/home audio & gaming With usb/fm/tf card & line in aux supported Speaker Wireless Rechargeable 100% Brand New Top Selling Stereo DJ Multimedia Portable Speaker for Mobile/Tablet Long Life Battery Bluetooth Speaker, |3D Ultra sound| Splashproof| Water resistant| Extra Baas Stereo sound quality | mini Home theatre| AUX supported| wireless Speaker| Long hour battery Life | Wireless rechargeable portable Premium bass Multimedia | splashproof high sound Bluetooth speakers | New Arriving Power boost high sound blast with ultra 3d bass and super sound",Car Speaker,,No,Yes,Mono,BATTERY,20 - 20000,"4 ohm (Satellites), 8 ohm (Subwoofer)",Black,Wireless,No,Yes,Yes,Yes,"1 Subwoofer, 5 Satellites","DTH BOX, LAPTOPS, MOBILE PHONES, TV, COMPUTERS, MUSIC SYSTEM, TABLETS",BLUETOOTH,1 USB Ports,Built-in,"Built-in Microphone , enjoying hand -free call,with Advanced noise, cancellation ,Enables hand- free calling & conference. Great for Indore & Outdoor Sound, Ultra 3d sound blast With rich premium Super deep Bass Splashproof/Waterproof NEW ARRIVAL Wireless Bluetooth Speaker with TF CARD/FM/USB DRIVE & AUX SUPPORTED IDEAL FOR CAR/LAPTOP/HOME AUDIO/GAMING SPEAKER/indoor/outdoor mini sub-woofer, support to connected with the all Bluetooth equipment., Voice calling-number, Automatically re-connect, automatically into pairing mode when failed, Low power prompt, Volume synchronization, the default volume is 50% of the maximum,, mpt, Redial function, Volume synchronization, the default volume is 50% of the maximum, Power synchronization, Reading TF card and U disk, Support line in audio input, With FM radio","No, Plastic Chassis","Long Press to start / Short press to Switch Lights, Long Press Bluetooth Mode / Short Press FM/USB/TF/AUX Mode., Long Press to decrease the volume, short press once, Play/Pause, Long Press to Increase the Volume, short press the previous song",YES,AC 220 - 230 V,Before first use charge at least 20 mints for long Battery,,17 cm,17 cm,7 cm,Carry-in,10 Day Replacment Warranty,MANUFACTURE DEFECT,PHYSICAL DAMAGE,1 Year,20 W,LED,75 dB,110 dB,yes,1 hr,"LI-ION, Use Time 12 hr",1200 mAh,12 m,"8 inch Subwoofer, 3 inch x 5 (Satellites)",80 degree,0.2 m,1,2,MP3,"Power Output: 360 W, Dolby 3 Channel Sound, 9 Speakers, Metal Design Deep, Rich Bass with a Wireless Subwoofer, Dolby Atmos/DTS: X Sound Modes: Surround Sound Expansion, Game Pro, Adaptive, Standard Wireless Music Streaming Via Bluetooth, One Remote Control, Connectivity: Optical, Bluetooth and USB Tap Sound","AAC, MP3, WAV, OGG, FLAC, AIFF",10 W,90 dB,2,10 W,10 W,60DB,184 mm,,343 mm,295 mm,,,,,,,,,
631,"1 SPEAKER , 1 CHARGING CABLE",Wireless Portable Bluetooth (Wooden Speaker),"SRS-XB100 Portable Super-Compact,Waterproof, 16Hrs Batt, Extra Bass,Built-In Mic",Party Speaker,,Yes,Yes,Mono Channel,AC Adaptor,120 - 20Khz,4,Black,Wireless,No,Yes,Yes,Yes,"1 Subwoofer, 1 Center Speaker, 1 Wireless Rear Speaker Included","TV, Mobile, Laptop, Computer",BLUETOOTH,1 USB Ports,yes,Blue-tooth range: 10 Meters,"No, Plastic Chassis","Volume, Play, Pause, Track Control",Wireless,5V/2A,"Built-In TF Card & USB Reader With a built-in TF card and USB reader, the speaker allows you to play music directly from the flash drive without even a backup device",,10 cm,8 cm,6 cm,Technician Visit,1 Year Warranty From the Date of Purchase,Manufacturing Defects,"Does Not Cover Damages to the Product Resulting from Unauthorised Adaptations, Adjustments, Tampering or Repair, Improper Installation or Placement, Mishandling, Improper Use, Deviation from the Instructions Set Out in the User Manual (If Applicable) Normal Wear and Tear Caused Due to Use of the Product.",1 Year,80 W,LED,80 dB,45 dB,YES,2 hr,Use Time 6 hr,1200 mAh,10 m,3.5,180 degree vertical,0.2 m,1,4,"Bluetooth, Wireless, Aux","G type table lamp is equipped with Bluetooth smart speaker, and can be connected to Bluetooth to receive and make calls. HiFi sound quality will bring you a better music experience. If you have two G type table lamps, you can also connect two machines with one mobile phone to realize wireless surround sound., G type table lamp is equipped with wireless fast charging function of 15W mobile phone, which can be charged by putting smart phone on the table lamp, which is really convenient and practical. Note: the mobile phone must have wireless charging function and need to be plugged in.",mp3,10 W,95 dB,,10 W,10 W,6DB,,,,,,,,,,,,,
632,1 Speaker,"E-91 Home theater Long Life Battery Backup Dj Speaker Bass New Arrival Wireless Bluetooth Speaker for TV/car/laptop/home audio & gaming With usb/fm/tf card & line in aux supported Speaker Wireless Rechargeable 100% Brand New Top Selling Stereo DJ Multimedia Portable Speaker for Mobile/Tablet Long Life Battery Bluetooth Speaker, |3D Ultra sound| Splashproof| Water resistant| Extra Baas Stereo sound quality | mini Home theatre| AUX supported| wireless Speaker| Long hour battery Life | Wireless rechargeable portable Premium bass Multimedia | splashproof high sound Bluetooth speakers | New Arriving Power boost high sound blast with ultra 3d bass and super sound",MMS8085B/94 Convertible,Soundbar,,4.2  with4.2,Yes,2.0,AC Adapter,90 HZ - 20KHZ,4,Black,Wireless,Yes,Yes,Yes,Yes,"dynamic, multimedia","Smartphones, Smart TVs",wireleess,1 USB Ports,yes,Compact and lightweight model help you to carry it anywhere. It Will be easy to charge your Wireless soundbar,wood Chassis,"BUTTON TO DECREASE VOLUME, PRESS + BUTTON TO PLAY NEXT SONG, PRESS - BUTTON TO PLAY PREVIOUS, PLAY/PAUSE :- LONG PRESS + BUTTON TO INCREASE VOLUME, MODE, VOLUME +/-, POWER",Wireless,5,Before first use charge atlest 20 mints for long Battery,,18.5 cm,5.5 cm,6.5 cm,Na,1 Year Manufacturer Warranty,Na,Na,1 Year,150 W,NA,75 dB,42 dB,yes,1 hr,"Li-Battery, Use Time 6 hr",1200 mAh,10 m,"8""",180 Degree Vertical,1 m,1,1,Wireless,"ULTRA SOUND Speaker has a Cool appearance, Football shape design, fashionable and sporty,Support USB, Support TF card, FM Radio function, Bluetooth functionality built-in microphone can answer the phone,stereo input out put., Enjoy True, Full Room Sound From Our Resonance Technology And Tri-Band Sound Frequency. The Speaker Captures The High Highs And The Deepest Lows, Giving You Rich, Full Surround Sound, The Ultimate, High-Powered Portable Bluetooth Speaker With Powerful Stereo Sound And A Power Bank All In One Package. A Built-In Noise And Echo-Cancelling Speakerphone Gives",Apt-x,10 W,90 dB,,10 W,10 W,60 db,,,,,,,,,,,,,
633,"1 Speaker, USB Type C Cable, Strap Belt, Warranty Card",SRS-XB100,AmphisoundX with HDMI Arc,Mobile/Tablet Speaker,,Yes,Yes,2.0 Channel,Electric-powered,80Hz-180Khz,4,Grey,Wired & Wireless,No,Yes,Yes,Yes,Speaker,"All Bluetooth Devices, T/F card, Pen Drive",,1 USB Ports,1,Enjoy amazing audio experience on the go. Mini and compact design makes it easy to carry along anywhere you travel,Plastic Chassis,"Play/Pause, Forward/Back, Volume Up/Down, Mic Vol Up/Down, Modes, Echo Mode",Wireless,220-240V,Before first use charge atlest 20 mints for long Battery,,7.6 cm,9.5 cm,7.6 cm,NO WARRANTY,Replacement,NO WARRANTY,NO WARRANTY,3 Months,360 W,No,90 dB,110 dB,Yes,1.3 hr,Use Time 6 hr,2200 mAh,10 m,52,4OH,1 m,1,52,Wireless,Grab Handle,APT-X,,90 dB,,,,,,,,,,,,,,,,,
634,"1 Speaker, Charging Cable, Remote Control, User Manual, Warranty Card",MMS8085B/94,HW-Q600B/XL Wireless Dolby Digital Plus Wi-fi Q-Symphony Built-in Alexa,Home Theatre,,4.1  withK-91,Yes,4.2,USB,150hz—20khz,16,Black,Wired,Yes,Yes,Yes,Yes,2 Speakers,ALL SMARTPHONE SUPPORTED,,1 USB Ports,yes,DOLBY DIGITAL AUDIO: Have an Ultimate movie experience at your home with embedded dolby digital system that comes with 2.1 Channel. with dolby digital delivers powerful sound that enhances any movie experience.,Yes,"Play /Pause, Power, Volume Up/Down, Track Change, Mode",NO,USB CHARGING BATTERY,"Extra Bass HD sound and is perfect for getting the party started with some danceable jams, Provides extended playback, enables you to stream music for up to 6 hours on a full charge",,41.5 cm,55.8 cm,28 cm,NO WARRANTY,NO WARRANTY,NO WARRANTY,NO WARRANTY,3 Months,10 W,LCD,85 dB,,TFT Card,5 hr,"Rechargeable, Use Time 12 hr",1800 mAh,10 m,32,HARD ABS PLASTIC,0.5 m,1,0.25 % at 1 W,Wireless,It comes with RGB light.,AST 311,,90 dB,,,,,,,,,,,,,,,,,
635,"1 Subwoofer, AUX Cable, Remote Control, FM Cable, User Manual, 5 Satellites",MT150-HT51,"SRS-XB100 Portable Super-Compact,Waterproof, 16Hrs Batt, Extra Bass,Built-In Mic",Home Theatre,,Yes,Yes,4.2 Channel,"This speaker has a soundbar design. It is portable as well. Also, it features an LED display. You can take of its comp act shape and easily place it on the table near your bed or at any convenient spot.",300GHZ100,16,Black,Wireless,Yes,Yes,Yes,No,IOS,"LED, DVD, Laptop, Mobile, Teblet",,1 USB Ports,no,,"No, Yes, Hard plastic Chassis","ON/Off, Next/ Preview, FM Button",Yes,5,"Portable Wireless Bluetooth Speaker with DJ Light USB/Micro SD Card/AUX Multimedia Speaker System Super Bass, HD Sound, Perfect Bass, Bluetooth speakers",,52.8 cm,49 cm,50 cm,NA,NO WARRANTY,NA,NA,0 Year,60 W,NO,89 dB,,"yes, tf card, pan drive",2.5 hr,"Lithium, Use Time 5 hr",1200 mAh,10 m,32,70 degree,1.2 m,2,,Wireless,"Aesthetically pleasing and décor-friendly wooden subwoofer is built with true wood for refined sound This Soundbar comes with multiple music modes: Music, Movie, News that analyzes the sound signal and delivers optimized audio, enhancing sound clarity All the functions of the Soundbar can be controlled from the remote as well. options to switch between all the music modes along with play, pause, volume, bass, treble etc.",TG 113,,90 dB,,,,,,,,,,,,,,,,,
636,"1N User Manual, 1N Power Cord, 1N Remote Control, 2N Battery",HW-Q600B/XL,"G Shape Wireless Bluetooth Speaker LED Light with Supporting USB, SD Card",Soundbar,,Yes,Yes,Stereo,"USB, Rechargeable",300,16,Black,Wireless,No,Yes,Yes,Yes,IOS,"PC, TV, MOBILE PHINES, Mobile Phone, ALL BLUETOOTH SUPPORTED DEVICES",,1 USB Ports,1,,"Yes, ABS Plastic Chassis","PREV/NEXT, PLAY/PAUSE, CALL/DECLINE, ON/OFF",NO,AC 120 - 240 V,Before first use charge atlest 20 mints for long Battery,,103 cm,5.7 cm,10.5 cm,NA,7 Days,NA,NA,0 Year,5 W,NA,90 dB,,YES,1 hr,"Lithium-ion, Use Time 5 hr",1500 mAh,10 m,dynamic,,,1,,,"Extra Bass HD sound and is perfect for getting the party started with some danceable jams, Provides extended playback, enables you to stream music for up to 6 hours on a full charge mobile holding Stand.",SBC,,,,,,,,,,,,,,,,,,,
637,"1 Speaker, USB Type C Cable, Strap Belt, Warranty Card",SRS-XB100,kingseries5.1,Mobile/Tablet Speaker,,Yes,No,Stereo Channel,"USB Chargeable, Battery",20Hz-20000Hz,16,Blue,Wireless,Yes,No,Yes,Yes,IOS,"Smartphone, Laptop, Tablet, Desktop, Smart T.V",,1 USB Ports,1,,"Yes, ABS Plastic Chassis",PREV/NEXT - PLAY/PAUSE - VOL - RECORDING,YES,DC 5V,Before first use charge atlest 20 mints for long Battery,,7.6 cm,9.5 cm,7.6 cm,NA,NA,NA,NA,1 Year,20 W,NO,85 dB,,SD card,1 hr,"RECHARGEABLE, Use Time 5 hr",1800 mAh,10 m,32,,,2,,,,AST 311,,,,,,,,,,,,,,,,,,,
638,1,Excellent Very Mini Boost 022 Bluetooth Speaker for car/laptop/home Top Brand,"Dj Bass Bar Studio Bluetooth Soundbar Moviebar Party Light With High Powerful Sound Quality With Powerful Bass D Card,Aux,Pendrive, ,Calling Supported Speaker Music has the power to invoke feel-good types of feelings in a person. You can experience these feelings by listening to songs from different regions and countries on this speaker. It is compact and lightweight. You can even wirelessly connect a compatible device to it via Bluetooth, and sink in the tunes of your favourite artists. You can also connect devices via the USB port and AUX port. To top it off, it also comes with an LED displays.",Party Speaker,,5.0,Yes,Stereo,BATTERY,50Hz-20KHz,16,Multicolor,Wired,Yes,Yes,Yes,No,DYNAMIC,"Laptop / Desktop, Mobile, Tablet",,1 USB Ports,Yes,,"Yes, Yes, hard plastic Chassis","BUTTON TO DECREASE VOLUME, PRESS + BUTTON 2 PLAY NEXT SONG, PRESS-BUTTON TO PLAY PREVIOUS, PLAY/PRESS:-LONG PRESS + BUTTON TO INCREASE VOLUME","LONG PRESS - BUTTON TO DECREASE VOLUME, MODE, Power switch, PRESS + BUTTON TO PLAY NEXT SONG, PRESS - BUTTON TO PLAY PREVIOUS SOUND, PLAY/PAUSE, When play music, (TF card/Line in/USB card/Bluetooth), short press to switch model, LONG PRESS + BUTTON TO INCREASE VOLUME",USB CHARGING,,,4 cm,7 cm,4 cm,NA,1 Year Manufacturer Warranty,NA,NA,1 Year,780 W,LCD Display,85 dB,,SD Card,1 hr,Use Time 6 hr,1200 mAh,10 m,32,,,1,,,,AST 311,,,,,,,,,,,,,,,,,,,
639,"1 Tower Speaker, 1 Remote, 1 Aux Lead","Vital 60W Bluetooth 3.0 Chanel Tower Speaker with USB,AUX,FM,MMC",M420SP (PORTABLE BLUETOOTH SPEAKER) Dynamic Thunder Sound Built in Disco Light,Tower Speaker,,Yes,Yes,Stereo Channel,Battery,100HZ15000,16,Black,Wired & Wireless,No,Yes,Yes,Yes,DYNAMIC,"All Bluetooth Device, SOUND BAR SPEARKER, ORIGINAL SOUND BAR SPEAKER, COOL BASS POTABLE SPEAKER, STYLISHSOUNDBARSPEAKER",,1 USB Ports,,,yes Chassis,"LONG PRESS - BUTTON TO DECREASE VOLUME, MODE, Power switch, PRESS + BUTTON TO PLAY NEXT SONG, PRESS - BUTTON TO PLAY PREVIOUS SOUND, PLAY/PAUSE, When play music, (TF card/Line in/USB card/Bluetooth), short press to switch model, LONG PRESS + BUTTON TO INCREASE VOLUME",Yes,5,,,19 cm,66 cm,29 cm,on site warranty,NA,manufacture defect,physical damage,1 Year,60 W,,89 dB,,YES,3 hrs,"Rechargable, Use Time 6 hr",1200 mAh,10 m,,,,2,,,,,,,,,,,,,,,,,,,,,,,
640,"1 x Bluetooth Speaker, 1 x Type-C Charging Cable, 1 x User Manual","G Shape Wireless Bluetooth Speaker LED Light with Supporting USB, SD Card",Long Bar Dual-Speaker Multimedia Radio Bluetooth Audio Support TF Card/U Disk 01,Mobile/Tablet Speaker,,"withSBC, AAC",Yes,2.1,USB Chargeable,300,4 Ohms,White,Wireless,Yes,Yes,Yes,Yes,IOS,ALL SMARTPHONE SUPPORTED,,1 USB Ports,,,"Yes, yes Chassis","PREV/NEXT, PLAY/PAUSE, CALL/DECLINE, ON/OFF",,5,,,8 cm,24 cm,23 cm,Reach out to us at info@imaginemarketingindia.com or +911249461882,NA,Physical Damage,Manufacturing Defects,1 Year,10 W,,89 dB,,Micro SD,2 hr,"Lithium-ion, Use Time 25 hrs",1200 mAh,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,"1 MINI SPEAKER, 1 CHARGING CABLE","Super Small Dj Bluetooth Speaker 016 High Sound Quality TF Card , USB Support",Best Portable Mini Bluetooth Speaker Ultra High Bass Power Boost Sound Rechargeable Multimedia Speaker 10 W Bluetooth Speaker Greenat6,Party Speaker,,Yes,Yes,2.1 Channel,AC Adapter,300,,Black,Wireless,Yes,Yes,Yes,Yes,IOS,Compatible with all types of devices including Android and ios,,1 USB Ports,,,PLASTIC Chassis,"PREV/NEXT, PLAY/PAUSE, CALL/DECLINE, ON/OFF",,"230 V AC, 50 Hz, 6 W",,,4 cm,8 cm,5 cm,replacement,1 Year Warranty from the Date of Purchase,manufacture warranty,PHISICAL DAMAGE,,10 W,,80 dB,,yes,2 hr,"Rechargeable Li-ion, Use Time 5 hr",1200 mAh,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,
